1261229981.58002 0 0 0 0 0 0 1
1261229981.63002 -0.064774 0 0.490249 0 0 0 1
1261229981.68002 -0.163344 0 0.979204 0 0 0 1
1261229981.73003 -0.278981 0 1.457453 0 0 0 1
1261229981.78004 -0.381094 0 1.943305 0 0 0 1
1261229981.83004 -0.512781 0 2.418373 0 0 0 1
1261229981.88001 -0.626316 0 2.906271 0 0 0 1
1261229981.93002 -0.749477 0 3.384441 0 0 0 1
1261229981.98002 -0.901949 0 3.875506 0 0 0 1
1261229982.03002 -1.043291 0 4.360821 0 0 0 1
1261229982.08011 -1.199054 0 4.839822 0 0 0 1
1261229982.13003 -1.343979 0 5.325382 0 0 0 1
1261229982.18002 -1.512547 0 5.809297 0 0 0 1
1261229982.23003 -1.69146 0 6.284694 0 0 0 1
1261229982.28002 -1.861782 0 6.804392 0 0 0 1
1261229982.33002 -2.0387 0 7.313649 0 0 0 1
1261229982.38004 -2.204312 0 7.852081 0 0 0 1
1261229982.43004 -2.416763 0 8.406665 0 0 0 1
1261229982.48004 -2.607318 0 8.908869 0 0 0 1
1261229982.53004 -2.78696 0 9.397864 0 0 0 1
1261229982.58005 -2.994489 0 9.882894 0 0 0 1
1261229982.63002 -3.223502 0 10.36448 0 0 0 1
1261229982.68002 -3.402278 0 10.870599 0 0 0 1
1261229982.73005 -3.642623 0 11.396183 0 0 0 1
1261229982.78003 -3.876925 0 11.857184 0 0 0 1
1261229982.83003 -3.974082 0 12.386325 0 0 0 1
1261229982.89045 -4.235136 0 12.800117 0 0 0 1
1261229982.93004 -4.483584 0 13.303641 0 0 0 1
1261229982.98004 -4.747203 0 13.781017 0 0 0 1
1261229983.03004 -5.042339 0 14.483371 0 0 0 1
1261229983.08004 -5.408472 0 14.946435 0 0 0 1
1261229983.13003 -5.726824 0 15.455769 0 0 0 1
1261229983.18005 -6.064419 0 16.045995 0 0 0 1
1261229983.23005 -6.393212 0 16.526613 0 0 0 1
1261229983.28006 -6.745759 0 16.952761 0 0 0 1
1261229983.33005 -7.100381 0 17.442905 0 0 0 1
1261229983.38002 -7.455314 0 17.985718 0 0 0 1
1261229983.43003 -7.900494 0 18.457596 0 0 0 1
1261229983.48003 -8.325496 0 18.964473 0 0 0 1
1261229983.53003 -8.8159 0 19.646469 0 0 0 1
1261229983.58038 -9.188152 0 20.153849 0 0 0 1
1261229983.63003 -9.555972 0 20.686636 0 0 0 1
1261229983.68004 -10.033401 0 21.195159 0 0 0 1
1261229983.73037 -10.480293 0 21.743748 0 0 0 1
1261229983.78005 -10.899468 0 22.235897 0 0 0 1
1261229983.83005 -11.321228 0 22.825458 0 0 0 1
1261229983.88005 -11.510288 0 23.071231 0 0 0 1
1261229983.93006 -11.91773 0 23.565941 0 0 0 1
1261229983.98004 -12.347722 0 24.062196 0 0 0 1
1261229984.03006 -12.826387 0 24.613246 0 0 0 1
1261229984.08008 -13.281164 0 25.046577 0 0 0 1
1261229984.13003 -13.757014 0 25.601116 0 0 0 1
1261229984.18003 -14.064091 0 25.901314 0 0 0 1
1261229984.23004 -14.499206 0 26.346528 0 0 0 1
1261229984.28004 -15.040577 0 26.968768 0 0 0 1
1261229984.33005 -15.516318 0 27.495421 0 0 0 1
1261229984.38004 -15.959805 0 27.937351 0 0 0 1
1261229984.43006 -16.457291 0 28.428718 0 0 0 1
1261229984.48005 -16.937787 0 28.905468 0 0 0 1
1261229984.53005 -17.420424 0 29.420409 0 0 0 1
1261229984.58005 -17.895478 0 29.875177 0 0 0 1
1261229984.63005 -18.420452 0 30.422218 0 0 0 1
1261229984.68006 -18.901761 0 30.899937 0 0 0 1
1261229984.73007 -19.455264 0 31.506967 0 0 0 1
1261229984.78007 -19.941575 0 31.98737 0 0 0 1
1261229984.83006 -20.387753 0 32.339647 0 0 0 1
1261229984.88004 -20.917194 0 32.859869 0 0 0 1
1261229984.93004 -21.422074 0 33.354948 0 0 0 1
1261229985.00964 -21.899423 0 33.795699 0 0 0 1
1261229985.03004 -22.42403 0 34.308957 0 0 0 1
1261229985.08005 -22.907993 0 34.81155 0 0 0 1
1261229985.13006 -23.496654 0 35.454244 0 0 0 1
1261229985.18006 -24.065232 0 36.032741 0 0 0 1
1261229985.23005 -24.522025 0 36.500434 0 0 0 1
1261229985.28006 -24.905662 0 36.914309 0 0 0 1
1261229985.33007 -25.398503 0 37.411357 0 0 0 1
1261229985.38007 -25.853486 0 37.768644 0 0 0 1
1261229985.43007 -26.397348 0 38.254931 0 0 0 1
1261229985.48008 -26.855403 0 38.631495 0 0 0 1
1261229985.53007 -27.303215 0 38.998399 0 0 0 1
1261229985.58007 -27.831882 0 39.534785 0 0 0 1
1261229985.63004 -28.352332 0 40.011707 0 0 0 1
1261229985.68004 -28.924916 0 40.542916 0 0 0 1
1261229985.73165 -29.403187 0 40.881966 0 0 0 1
1261229985.78838 -29.92944 0 41.355924 0 0 0 1
1261229985.83006 -30.595439 0 42.000055 0 0 0 1
1261229985.88006 -31.205922 0 42.544036 0 0 0 1
1261229985.93006 -31.819705 0 43.141317 0 0 0 1
1261229985.98006 -32.34437 0 43.595193 0 0 0 1
1261229986.03006 -32.702177 0 43.860255 0 0 0 1
1261229986.08006 -33.327826 0 44.407537 0 0 0 1
1261229986.13008 -33.860915 0 44.883064 0 0 0 1
1261229986.18007 -34.306395 0 45.221078 0 0 0 1
1261229986.23007 -34.898375 0 45.772416 0 0 0 1
1261229986.28007 -35.244263 0 46.00871 0 0 0 1
1261229986.33009 -36.028554 0 46.726573 0 0 0 1
1261229986.38005 -36.54617 0 47.1889 0 0 0 1
1261229986.43005 -37.115918 0 47.67747 0 0 0 1
1261229986.48005 -37.583496 0 48.022925 0 0 0 1
1261229986.53888 -38.148994 0 48.549373 0 0 0 1
1261229986.58007 -38.729621 0 49.082181 0 0 0 1
1261229986.63006 -39.352702 0 49.62525 0 0 0 1
1261229986.68006 -39.756863 0 49.936062 0 0 0 1
1261229986.73007 -40.219486 0 50.269861 0 0 0 1
1261229986.78008 -40.833193 0 50.806735 0 0 0 1
1261229986.83007 -41.509376 0 51.397076 0 0 0 1
1261229986.88009 -42.089077 0 51.924667 0 0 0 1
1261229986.93009 -42.529427 0 52.297756 0 0 0 1
1261229986.98008 -43.043284 0 52.735338 0 0 0 1
1261229987.03009 -43.468747 0 53.01021 0 0 0 1
1261229987.08009 -43.946301 0 53.29793 0 0 0 1
1261229987.13006 -44.560268 0 53.94469 0 0 0 1
1261229987.18006 -45.097744 0 54.40847 0 0 0 1
1261229987.23006 -45.654733 0 54.885833 0 0 0 1
1261229987.28007 -46.396329 0 55.55702 0 0 0 1
1261229987.33007 -46.250903 0 55.682696 0 0 0 1
1261229987.39943 -46.773235 0 56.134393 0 0 0 1
1261229987.43009 -47.222494 0 56.529556 0 0 0 1
