1261229982 0 0 0 0 0 0 1
1261229983 4.61554703438378 -2.96668192727053 -2.29047294356229 0 0 0 1
1261229984 10.1244267545991 -5.56023233464032 -3.58214649730413 0 0 0 1
1261229985 17.7177477690168 -7.22771159639194 -4.47680650426921 0 0 0 1
1261229986 25.4599554905091 -7.97040680387038 -5.37444959267252 0 0 0 1
1261229987 33.946608128264 -8.71148453574927 -5.77210868407717 0 0 0 1
1261229988 42.7310395251841 -9.26663265327486 -5.87037728134135 0 0 0 1
1261229989 52.1110260629433 -9.63649145583549 -5.86925796235224 0 0 0 1
1261229990 61.0443442233649 -9.82203085514874 -6.06874170372556 0 0 0 1
1261229991 69.977665913716 -10.1918733116079 -6.06764445945025 0 0 0 1
1261229992 78.7620955501038 -10.3773954864151 -6.26715142883565 0 0 0 1
1261229993 87.5465250155731 -10.5629086731315 -6.46667051627405 0 0 0 1
1261229994 96.1820620793038 -10.5637807395179 -6.76679349063862 0 0 0 1
1261229995 104.668715237182 -10.748958292133 -6.86633222097558 0 0 0 1
1261229996 112.857594744899 -10.9334884910229 -6.76587801336498 0 0 0 1
1261229997 120.302028998504 -10.9330660965004 -6.66601476036776 0 0 0 1
1261229998 127.597574832914 -10.9326394665601 -6.56615722286611 0 0 0 1
1261229999 134.893120895599 -10.9322066455913 -6.46630803986401 0 0 0 1
1261230000 142.784217341366 -10.9324006465301 -6.56647949917783 0 0 0 1
1261230001 151.270873775954 -11.1172107542571 -6.56608083788628 0 0 0 1
1261230002 160.204196552197 -11.3020041725734 -6.56570470520242 0 0 0 1
1261230003 169.584188354685 -11.4864580739614 -6.46535349577845 0 0 0 1
1261230004 179.261958194824 -11.6708955436508 -6.36502447423115 0 0 0 1
1261230005 189.237497215623 -11.8562798579106 -6.56471744860672 0 0 0 1
1261230006 199.213034107264 -12.2272506734117 -6.96383052354194 0 0 0 1
1261230007 208.741917699066 -12.5969350596907 -6.96294665552748 0 0 0 1
1261230008 217.973016634463 -12.7819826135988 -7.06266082077935 0 0 0 1
1261230009 226.310788528891 -13.1519990459995 -7.16176210396543 0 0 0 1
1261230010 234.648548462995 -13.3376949581533 -7.46146774289737 0 0 0 1
1261230011 242.241879802138 -13.5221181699217 -7.3611580149228 0 0 0 1
1261230012 248.79302006433 -12.9625656504092 -5.96320110069829 0 0 0 1
